,Username,Place,Peak Rating,Wins,Wins in first 25,Counted Wins,Core Rare,Core Epic,Core Legendary,Trial Rare,Trial Epic,Trial Legendary,,
,ベック,,9,17,15,15,1,2,0,2,0,0,,
,Konohime,,6,18,15,15,1,2,0,2,0,0,,
,Strikeroff,,7,16,15,15,1,2,0,2,0,0,,
,SLIB,,7,15,15,15,1,2,0,2,0,0,,
,[Mythic] Ducky,,12,16,15,15,1,2,0,2,0,0,,
,Resonator,,12,15,15,15,1,2,0,2,0,0,,
,dobindubas,,6,17,17,15,1,2,0,2,0,0,,
,Afronizer,,10,15,15,15,1,2,0,2,0,0,,
,[Pulse] v2,,10,15,15,15,1,2,0,2,0,0,,
,OverM,,11,15,15,15,1,2,0,2,0,0,,
,Nininiao,,12,15,15,15,1,2,0,2,0,0,,
,Jahura_Banu,,6,42,14,14,1,2,0,3,0,0,,
,Nonchan,,12,41,14,14,1,2,0,3,0,0,,
,Kinch,,12,40,14,14,1,2,0,3,0,0,,
,rl958,,11,35,14,14,1,2,0,3,0,0,,
,Xpwao,,5,31,14,14,1,2,0,3,0,0,,
,Fantasmita,,9,30,14,14,1,2,0,3,0,0,,
,Roberto23,,6,24,14,14,1,2,0,2,0,0,,
,DeHenne,,8,21,14,14,1,2,0,2,0,0,,
,Sadness,,5,24,14,14,1,2,0,2,0,0,,
,Slippy P,,9,20,14,14,1,2,0,2,0,0,,
,xMrHyd3,,5,17,14,14,1,2,0,2,0,0,,
,SonGokuBg,,11,14,14,14,1,2,0,2,0,0,,
,Damaged Gadget,,9,14,14,14,1,2,0,2,0,0,,
,Xiato,,6,15,14,14,1,2,0,2,0,0,,
,CuCu99,,8,15,14,14,1,2,0,2,0,0,,
,radi,,12,15,14,14,1,2,0,2,0,0,,
,SpaceCoastKook,,12,15,14,14,1,2,0,2,0,0,,
,²³,,11,14,14,14,1,2,0,2,0,0,,
,Bartuni,,10,14,14,14,1,2,0,2,0,0,,
,reachy,,8,14,14,14,1,2,0,2,0,0,,
,たこ,,12,14,14,14,1,2,0,2,0,0,,
,Μᴇʟᴏɴ,,7,14,14,14,1,2,0,2,0,0,,
,channnnn,,10,14,14,14,1,2,0,2,0,0,,
,someonesomeone,,12,14,14,14,1,2,0,2,0,0,,
,Ragnor8476,,8,14,14,14,1,2,0,2,0,0,,
,CryptoJoueur,,7,14,14,14,1,2,0,2,0,0,,
,emiliomorles,,8,14,14,14,1,2,0,2,0,0,,
,smirnawf,,8,14,14,14,1,2,0,2,0,0,,
,Zhiga,,8,14,14,14,1,2,0,2,0,0,,
,VladTheGod,,5,14,14,14,1,2,0,2,0,0,,
,agrimony,,7,14,14,14,1,2,0,2,0,0,,
,muhammad,,4,69,16,13,2,1,0,2,0,0,,
,espina,,2,43,15,13,2,1,0,2,0,0,,
,KhanVovan,,4,36,16,13,2,1,0,2,0,0,,
,trance,,3,37,14,13,2,1,0,2,0,0,,
,DiegoFerreL,,11,36,13,13,2,1,0,2,0,0,,
,situuu30,,8,40,13,13,2,1,0,2,0,0,,
,SonOfLilith,,3,26,13,13,2,1,0,1,0,0,,
,Sir Ike Moesha Broflovski,,9,30,13,13,2,1,0,2,0,0,,
,Lupusfactusest,,1,32,18,13,2,1,0,2,0,0,,
,DonnyMacArth,,9,24,13,13,2,1,0,1,0,0,,
,darkbluechain,,9,25,13,13,2,1,0,1,0,0,,
,Omen #MetaHash,,12,19,13,13,2,1,0,1,0,0,,
,tyagamaru,,1,30,21,13,2,1,0,2,0,0,,
,Sillyconchain,,1,20,13,13,2,1,0,1,0,0,,
,Fiofan,,9,17,13,13,2,1,0,1,0,0,,
,Koyaanisqatsi,,3,20,15,13,2,1,0,1,0,0,,
,Chain0tater,,8,22,13,13,2,1,0,1,0,0,,
,Shibanqk,,12,20,13,13,2,1,0,1,0,0,,
,EpicDwarvenLady,,1,21,17,13,2,1,0,1,0,0,,
,Marthyrs,,6,16,13,13,2,1,0,1,0,0,,
,Yate,,5,18,13,13,2,1,0,1,0,0,,
,Nagibator777,,12,16,13,13,2,1,0,1,0,0,,
,FriendlySpy,,9,16,13,13,2,1,0,1,0,0,,
,verbalshadow,,10,13,13,13,2,1,0,1,0,0,,
,paprikman,,10,14,13,13,2,1,0,1,0,0,,
,DaCatzMeow,,11,14,13,13,2,1,0,1,0,0,,
,darknoj9,,4,19,18,13,2,1,0,1,0,0,,
,Naio,,6,14,13,13,2,1,0,1,0,0,,
,EricShawn,,9,14,13,13,2,1,0,1,0,0,,
,UTP,,6,14,13,13,2,1,0,1,0,0,,
,EdOnCouch,,11,14,13,13,2,1,0,1,0,0,,
,dallas_barr,,12,13,13,13,2,1,0,1,0,0,,
,allstarrunner,,4,15,15,13,2,1,0,1,0,0,,
,Woden,,12,13,13,13,2,1,0,1,0,0,,
,Urbanoid,,11,13,13,13,2,1,0,1,0,0,,
,force_of_nature,,11,13,13,13,2,1,0,1,0,0,,
,Ainokami,,7,13,13,13,2,1,0,1,0,0,,
,gerundio,,9,13,13,13,2,1,0,1,0,0,,
,trent_reznor,,8,13,13,13,2,1,0,1,0,0,,
,Zappaboy,,8,13,13,13,2,1,0,1,0,0,,
,Salernik,,10,13,13,13,2,1,0,1,0,0,,
,Androssi,,9,13,13,13,2,1,0,1,0,0,,
,Elfo Strego,,5,13,13,13,2,1,0,1,0,0,,
,Troofler,,1,14,14,13,2,1,0,1,0,0,,
,PleaseDontRopeMe,,10,13,13,13,2,1,0,1,0,0,,
,Des Petrovich,,8,13,13,13,2,1,0,1,0,0,,
,Lifeboy,,9,13,13,13,2,1,0,1,0,0,,
,Azazell,,2,13,13,13,2,1,0,1,0,0,,
,NOXIOUS,,10,13,13,13,2,1,0,1,0,0,,
,SatChitAnanda,,8,37,12,12,2,1,0,2,0,0,,
,(｡▼皿▼),,11,29,12,12,2,1,0,1,0,0,,
,hERoIC15397,,12,44,12,12,2,1,0,2,0,0,,
,Longy,,12,31,12,12,2,1,0,2,0,0,,
,M.o.D,,4,32,12,12,2,1,0,2,0,0,,
,jackow80,,7,42,12,12,2,1,0,2,0,0,,
,[Twitch4Fun] Kaeserotor,,12,35,12,12,2,1,0,2,0,0,,
,а,,10,31,12,12,2,1,0,2,0,0,,
,Tiannizu,,9,29,12,12,2,1,0,1,0,0,,
,Deil713009,,4,19,12,12,2,1,0,1,0,0,,
,sensebe,,10,23,12,12,2,1,0,1,0,0,,
,[Pulse] Aldoc,,12,21,12,12,2,1,0,1,0,0,,
,Makakka,,8,21,12,12,2,1,0,1,0,0,,
,swimlane72,,12,20,12,12,2,1,0,1,0,0,,
,Marioman064,,1,16,12,12,2,1,0,1,0,0,,
,SheNut,,6,17,12,12,2,1,0,1,0,0,,
,DaikieRa,,8,18,12,12,2,1,0,1,0,0,,
,AwesomeSparkly,,7,13,12,12,2,1,0,1,0,0,,
,Ckastigador,,12,16,12,12,2,1,0,1,0,0,,
,JadedLight,,1,13,12,12,2,1,0,1,0,0,,
,wic3x5,,9,14,12,12,2,1,0,1,0,0,,
,Stede,,12,14,12,12,2,1,0,1,0,0,,
,LCHammer,,12,14,12,12,2,1,0,1,0,0,,
,Have,,10,12,12,12,2,1,0,1,0,0,,
,Marginal,,10,13,12,12,2,1,0,1,0,0,,
,SniffOnMe,,12,12,12,12,2,1,0,1,0,0,,
,rare,,11,13,12,12,2,1,0,1,0,0,,
,fluffyhag,,8,12,12,12,2,1,0,1,0,0,,
,Nanich,,6,12,12,12,2,1,0,1,0,0,,
,PhearTheHam,,1,12,12,12,2,1,0,1,0,0,,
,TerribleJIexa,,9,12,12,12,2,1,0,1,0,0,,
,ěĝĝƑơơƴơůňĝ,,9,12,12,12,2,1,0,1,0,0,,
,robotdeniro,,6,12,12,12,2,1,0,1,0,0,,
,coSMIX,,7,12,12,12,2,1,0,1,0,0,,
,Thirdman,,8,12,12,12,2,1,0,1,0,0,,
,Tru+hSe3ker,,11,12,12,12,2,1,0,1,0,0,,
,Ultra-Ice,,4,12,12,12,2,1,0,1,0,0,,
,ProAndyKiller,,9,12,12,12,2,1,0,1,0,0,,
,Dave,,10,12,12,12,2,1,0,1,0,0,,
,ulcus,,7,12,12,12,2,1,0,1,0,0,,
,skankhunt42,,7,12,12,12,2,1,0,1,0,0,,
,Missingo,,1,12,12,12,2,1,0,1,0,0,,
,isaacfufu,,8,12,12,12,2,1,0,1,0,0,,
,Digitt,,8,12,12,12,2,1,0,1,0,0,,
,Yostari,,7,12,12,12,2,1,0,1,0,0,,
,PaxMagnus,,8,12,12,12,2,1,0,1,0,0,,
,HeresYourTollTroll,,8,52,11,11,2,1,0,2,0,0,,
,GOD OF CATS 😻,,8,46,11,11,2,1,0,2,0,0,,
,Kojiroad,,3,44,11,11,2,1,0,2,0,0,,
,$,,11,38,11,11,2,1,0,2,0,0,,
,Resplandor,,12,50,11,11,2,1,0,2,0,0,,
,grega1999,,7,38,11,11,2,1,0,2,0,0,,
,Puspin,,7,35,11,11,2,1,0,2,0,0,,
,Paradime,,8,30,11,11,2,1,0,2,0,0,,
,WhiteWhale,,8,25,11,11,2,1,0,1,0,0,,
,superman313,,11,21,11,11,2,1,0,1,0,0,,
,bs241111,,5,24,11,11,2,1,0,1,0,0,,
,0x7d31apuz,,11,23,11,11,2,1,0,1,0,0,,
,Akilsainon,,12,23,11,11,2,1,0,1,0,0,,
,Oblongfitzoblong,,11,16,11,11,2,1,0,1,0,0,,
,ETHHunter,,8,18,11,11,2,1,0,1,0,0,,
,cistrans,,7,18,11,11,2,1,0,1,0,0,,
,Intergalactic,,7,16,11,11,2,1,0,1,0,0,,
,serthan,,9,16,11,11,2,1,0,1,0,0,,
,Nbecerril53o,,5,15,11,11,2,1,0,1,0,0,,
,Yogalholic,,7,14,11,11,2,1,0,1,0,0,,
,yiyipolis,,1,14,11,11,2,1,0,1,0,0,,
,BancoDeCrypto,,7,12,11,11,2,1,0,1,0,0,,
,Danbog,,8,11,11,11,2,1,0,1,0,0,,
,SolarMkd,,12,12,11,11,2,1,0,1,0,0,,
,andrey_gol,,1,11,11,11,2,1,0,1,0,0,,
,plaakkon,,9,12,11,11,2,1,0,1,0,0,,
,rob31rob31,,10,12,11,11,2,1,0,1,0,0,,
,Dactar,,9,11,11,11,2,1,0,1,0,0,,
,jnew00,,6,11,11,11,2,1,0,1,0,0,,
,_fireartist,,8,11,11,11,2,1,0,1,0,0,,
,Noice,,9,11,11,11,2,1,0,1,0,0,,
,Stoneward,,8,11,11,11,2,1,0,1,0,0,,
,RedDeath,,10,11,11,11,2,1,0,1,0,0,,
,dalahad,,10,11,11,11,2,1,0,1,0,0,,
,blakyeltoro,,4,11,11,11,2,1,0,1,0,0,,
,Hypnotic,,8,11,11,11,2,1,0,1,0,0,,
,Manymany,,8,11,11,11,2,1,0,1,0,0,,
,Odaja,,8,11,11,11,2,1,0,1,0,0,,
,Chozami,,10,11,11,11,2,1,0,1,0,0,,
,AnusMundi,,8,11,11,11,2,1,0,1,0,0,,
,jcsc1989,,8,11,11,11,2,1,0,1,0,0,,
,---gbg---,,3,11,11,11,2,1,0,1,0,0,,
,Teemo,,8,11,11,11,2,1,0,1,0,0,,
,Phosphene,,1,11,11,11,2,1,0,1,0,0,,
,Deadmarsh,,7,11,11,11,2,1,0,1,0,0,,
,BakaWaifu666,,10,11,11,11,2,1,0,1,0,0,,
,spacepirate,,8,11,11,11,2,1,0,1,0,0,,
,hiroppy,,8,11,11,11,2,1,0,1,0,0,,
,Denker,,8,11,11,11,2,1,0,1,0,0,,
,Oxn,,10,30,10,10,3,0,0,1,0,0,,
,kandwarf,,4,30,10,10,3,0,0,1,0,0,,
,ferzspb,,9,30,10,10,3,0,0,1,0,0,,
,Inmabeli,,6,24,10,10,3,0,0,0,0,0,,
,AMRLordCoins,,9,14,10,10,3,0,0,0,0,0,,
,monkey,,8,12,10,10,3,0,0,0,0,0,,
,MustangKirby,,9,13,10,10,3,0,0,0,0,0,,
,Cryptolemon,,12,11,10,10,3,0,0,0,0,0,,
,&,,8,10,10,10,3,0,0,0,0,0,,
,maragigayan,,9,10,10,10,3,0,0,0,0,0,,
,Zorian,,9,10,10,10,3,0,0,0,0,0,,
,ZEALOT,,8,10,10,10,3,0,0,0,0,0,,
,:(,,12,10,10,10,3,0,0,0,0,0,,
,LetMeLive,,12,10,10,10,3,0,0,0,0,0,,
,Yanicroft,,5,10,10,10,3,0,0,0,0,0,,
,JavvaTheHut,,5,10,10,10,3,0,0,0,0,0,,
,gesscuuu,,1,10,10,10,3,0,0,0,0,0,,
,BasVanSpanker,,11,10,10,10,3,0,0,0,0,0,,
,Bobmynobster,,4,10,10,10,3,0,0,0,0,0,,
,shadowstrike42,,7,10,10,10,3,0,0,0,0,0,,
,AncientCrypto,,3,10,10,10,3,0,0,0,0,0,,
,Kolesiff,,12,10,10,10,3,0,0,0,0,0,,
,cambocleve,,9,10,10,10,3,0,0,0,0,0,,
,MasterMirror,,9,10,10,10,3,0,0,0,0,0,,
,MAC,,5,10,10,10,3,0,0,0,0,0,,
,iluvsheep,,7,10,10,10,3,0,0,0,0,0,,
,MekMirek,,3,10,10,10,3,0,0,0,0,0,,
,Elyon,,10,10,10,10,3,0,0,0,0,0,,
,SanchoHH,,6,53,9,9,3,0,0,1,0,0,,
,cicada,,8,47,9,9,3,0,0,1,0,0,,
,intacrypt,,7,31,9,9,3,0,0,1,0,0,,
,#WhiteStrike,,9,30,9,9,3,0,0,1,0,0,,
,entling,,8,24,9,9,3,0,0,0,0,0,,
,Crazy_Goober,,1,17,9,9,3,0,0,0,0,0,,
,GodMode,,7,17,9,9,3,0,0,0,0,0,,
,PropanePanda,,1,10,9,9,3,0,0,0,0,0,,
,Sergee25,,7,12,9,9,3,0,0,0,0,0,,
,Hungrycoyote,,3,9,9,9,3,0,0,0,0,0,,
,AlienWeapon,,9,14,9,9,3,0,0,0,0,0,,
,Wasper,,11,9,9,9,3,0,0,0,0,0,,
,pokerbjj,,6,10,9,9,3,0,0,0,0,0,,
,NAGIBATOR,,9,9,9,9,3,0,0,0,0,0,,
,coinage,,9,11,9,9,3,0,0,0,0,0,,
,Sparkyknight,,7,9,9,9,3,0,0,0,0,0,,
,[Taiga] VOLK,,12,9,9,9,3,0,0,0,0,0,,
,DPRoberts99,,8,9,9,9,3,0,0,0,0,0,,
,trollshock,,9,9,9,9,3,0,0,0,0,0,,
,chilltown,,7,9,9,9,3,0,0,0,0,0,,
,dedemon,,8,9,9,9,3,0,0,0,0,0,,
,goldemon,,8,9,9,9,3,0,0,0,0,0,,
,JargonProof,,1,9,9,9,3,0,0,0,0,0,,
,Alik_Boroda,,1,9,9,9,3,0,0,0,0,0,,
,Snottysnake,,10,9,9,9,3,0,0,0,0,0,,
,Goder,,6,9,9,9,3,0,0,0,0,0,,
,ReidulousKane,,3,9,9,9,3,0,0,0,0,0,,
,LatteBicDic,,4,9,9,9,3,0,0,0,0,0,,
,skyenya1,,7,27,8,8,3,0,0,0,0,0,,
,Mice Elf,,9,14,8,8,3,0,0,0,0,0,,
,GV,,5,13,8,8,3,0,0,0,0,0,,
,Prince,,10,12,8,8,3,0,0,0,0,0,,
,Kietelaar,,6,8,8,8,3,0,0,0,0,0,,
,Demon Party,,1,8,8,8,3,0,0,0,0,0,,
,bacoor  hbwallet,,8,8,8,8,3,0,0,0,0,0,,
,sadisteck,,11,8,8,8,3,0,0,0,0,0,,
,Akramoff,,7,8,8,8,3,0,0,0,0,0,,
,Rasen_Gan,,7,8,8,8,3,0,0,0,0,0,,
,DeMoN666,,10,8,8,8,3,0,0,0,0,0,,
,alkibios,,6,8,8,8,3,0,0,0,0,0,,
,Utar Vicar of Pebbles,,7,8,8,8,3,0,0,0,0,0,,
,Montrix,,7,8,8,8,3,0,0,0,0,0,,
,Helga999,,6,8,8,8,3,0,0,0,0,0,,
,Brathering,,5,8,8,8,3,0,0,0,0,0,,
,gothmaug,,10,8,8,8,3,0,0,0,0,0,,
,Justin Bebis,,5,8,8,8,3,0,0,0,0,0,,
,Lighon,,7,8,8,8,3,0,0,0,0,0,,
,gohm,,7,8,8,8,3,0,0,0,0,0,,
,Dontacore,,1,8,8,8,3,0,0,0,0,0,,
,Anaxamander,,7,8,8,8,3,0,0,0,0,0,,
,Bumboklaat,,8,8,8,8,3,0,0,0,0,0,,
,ghostofmerln,,8,8,8,8,3,0,0,0,0,0,,
,theboogyman,,8,8,8,8,3,0,0,0,0,0,,
,SevenDevil,,7,19,7,7,2,0,0,0,0,0,,
,Andres,,6,13,7,7,2,0,0,0,0,0,,
,juliusnakamoto,,5,16,7,7,2,0,0,0,0,0,,
,Zathura45,,7,13,7,7,2,0,0,0,0,0,,
,apix3222,,6,8,7,7,2,0,0,0,0,0,,
,Mlexon,,7,8,7,7,2,0,0,0,0,0,,
,---MKL---,,1,8,7,7,2,0,0,0,0,0,,
,SpicoliAndreti,,6,7,7,7,2,0,0,0,0,0,,
,Drunkigan,,4,7,7,7,2,0,0,0,0,0,,
,kevis0987,,1,7,7,7,2,0,0,0,0,0,,
,HungLikeHippo,,7,7,7,7,2,0,0,0,0,0,,
,Galgorath333,,4,7,7,7,2,0,0,0,0,0,,
,ZhiBo,,7,7,7,7,2,0,0,0,0,0,,
,Aadi1912,,9,7,7,7,2,0,0,0,0,0,,
,nihao888,,9,7,7,7,2,0,0,0,0,0,,
,spassbol,,8,7,7,7,2,0,0,0,0,0,,
,freaky44,,8,7,7,7,2,0,0,0,0,0,,
,Yaratsu,,7,7,7,7,2,0,0,0,0,0,,
,Butterball6,,12,7,7,7,2,0,0,0,0,0,,
,Blank Never Loses,,11,7,7,7,2,0,0,0,0,0,,
,Rievserg,,7,7,7,7,2,0,0,0,0,0,,
,bang39,,9,7,7,7,2,0,0,0,0,0,,
,MyDogZeus,,12,7,7,7,2,0,0,0,0,0,,
,obama,,8,7,7,7,2,0,0,0,0,0,,
,mike0182,,11,7,7,7,2,0,0,0,0,0,,
,blockchainedpando,,7,7,7,7,2,0,0,0,0,0,,
,HaruhiSuzumiya,,4,7,7,7,2,0,0,0,0,0,,
,ShadowMagic,,9,7,7,7,2,0,0,0,0,0,,
,eddie murphy,,9,32,6,6,2,0,0,1,0,0,,
,MarcheG,,4,16,6,6,2,0,0,0,0,0,,
,Blackbird,,5,14,6,6,2,0,0,0,0,0,,
,MagicOwl,,4,8,6,6,2,0,0,0,0,0,,
,amin,,9,11,6,6,2,0,0,0,0,0,,
,StardewLover,,7,8,6,6,2,0,0,0,0,0,,
,KceoLine,,10,7,6,6,2,0,0,0,0,0,,
,pornhub,,9,6,6,6,2,0,0,0,0,0,,
,Y8Z,,9,6,6,6,2,0,0,0,0,0,,
,Returner,,10,6,6,6,2,0,0,0,0,0,,
,a29654776,,9,6,6,6,2,0,0,0,0,0,,
,ghostrestaurantlab_inago,,9,6,6,6,2,0,0,0,0,0,,
,Allaunthefox,,4,6,6,6,2,0,0,0,0,0,,
,GazzaMine,,4,6,6,6,2,0,0,0,0,0,,
,AngryLookingGuy,,4,6,6,6,2,0,0,0,0,0,,
,PlinytheEther,,10,6,6,6,2,0,0,0,0,0,,
,Olymp,,7,6,6,6,2,0,0,0,0,0,,
,Monstr72,,4,6,6,6,2,0,0,0,0,0,,
,bit_stan,,7,6,6,6,2,0,0,0,0,0,,
,axordahaxor,,8,6,6,6,2,0,0,0,0,0,,
,Santana,,4,6,6,6,2,0,0,0,0,0,,
,Storm Toad,,7,6,6,6,2,0,0,0,0,0,,
,yodasoja,,3,6,6,6,2,0,0,0,0,0,,
,PeterD,,8,6,6,6,2,0,0,0,0,0,,
,Ramzeez,,6,6,6,6,2,0,0,0,0,0,,
,Nighty,,9,6,6,6,2,0,0,0,0,0,,
,ILLGLORY,,5,5,5,5,2,0,0,0,0,0,,
,Bozie,,5,5,5,5,2,0,0,0,0,0,,
,ezimedia,,7,5,5,5,2,0,0,0,0,0,,
,中国鱼,,12,5,5,5,2,0,0,0,0,0,,
,Jimmer,,12,5,5,5,2,0,0,0,0,0,,
,SnoozeDragon,,7,5,5,5,2,0,0,0,0,0,,
,WhiskeyHorseman,,1,5,5,5,2,0,0,0,0,0,,
,Alpha_adz,,7,5,5,5,2,0,0,0,0,0,,
,That Guy,,1,5,5,5,2,0,0,0,0,0,,
,Overlordtrial,,3,5,5,5,2,0,0,0,0,0,,
,monStar,,12,5,5,5,2,0,0,0,0,0,,
